ID,Score,Media,Dimension,Question,Direction,Rendering
10,-2,I,Library2,Privacy,Side2,Real
10,0,I,Library2,Overall,Side2,Real
10,3,I,Library2,Content,Side1,Real
10,3,I,Library2,Access,Side1,Real
10,3,I,Library2,Clarity,Side1,Real
10,2,I,Library2,Privacy,Side1,Real
10,3,I,Library2,Overall,Side1,Real
10,3,I,Office1,Content,Main,Real
10,1,I,Office1,Access,Main,Real
10,1,I,Office1,Clarity,Main,Real
10,3,I,Office1,Privacy,Main,Real
10,3,I,Office1,Overall,Main,Real
10,3,I,Office2,Content,Main,Real
10,2,I,Office2,Access,Main,Real
10,3,I,Office2,Clarity,Main,Real
10,3,I,Office2,Privacy,Main,Real
10,3,I,Office2,Overall,Main,Real
11,-1,P,Office1,Content,360,Real
11,0,P,Office1,Access,360,Real
11,-1,P,Office1,Clarity,360,Real
11,2,P,Office1,Privacy,360,Real
11,0,P,Office1,Overall,360,Real
11,1,P,Office2,Content,360,Real
11,2,P,Office2,Access,360,Real
11,0,P,Office2,Clarity,360,Real
11,2,P,Office2,Privacy,360,Real
11,2,P,Office2,Overall,360,Real
11,3,P,Library1,Content,360,Real
11,3,P,Library1,Access,360,Real
11,3,P,Library1,Clarity,360,Real
11,1,P,Library1,Privacy,360,Real
11,2,P,Library1,Overall,360,Real
11,2,P,Library2,Content,360,Real
11,1,P,Library2,Access,360,Real
11,2,P,Library2,Clarity,360,Real
11,3,P,Library2,Privacy,360,Real
11,1,P,Library2,Overall,360,Real
11,-3,V,Office1,Content,360,Real
11,2,V,Office1,Access,360,Real
11,1,V,Office1,Clarity,360,Real
11,2,V,Office1,Privacy,360,Real
11,1,V,Office1,Overall,360,Real
11,2,V,Office2,Content,360,Real
11,3,V,Office2,Access,360,Real
11,2,V,Office2,Clarity,360,Real
11,1,V,Office2,Privacy,360,Real
11,2,V,Office2,Overall,360,Real
11,1,V,Library1,Content,360,Real
11,2,V,Library1,Access,360,Real
11,1,V,Library1,Clarity,360,Real
11,2,V,Library1,Privacy,360,Real
11,2,V,Library1,Overall,360,Real
11,0,V,Library2,Content,360,Real
11,2,V,Library2,Access,360,Real
11,1,V,Library2,Clarity,360,Real
11,3,V,Library2,Privacy,360,Real
11,2,V,Library2,Overall,360,Real
12,0,P,Office1,Content,360,Real
12,1,P,Office1,Access,360,Real
12,1,P,Office1,Clarity,360,Real
12,3,P,Office1,Privacy,360,Real
12,1,P,Office1,Overall,360,Real
12,0,P,Office2,Content,360,Real
12,1,P,Office2,Access,360,Real
12,1,P,Office2,Clarity,360,Real
12,3,P,Office2,Privacy,360,Real
12,1,P,Office2,Overall,360,Real
12,3,P,Library1,Content,360,Real
12,3,P,Library1,Access,360,Real
12,3,P,Library1,Clarity,360,Real
12,2,P,Library1,Privacy,360,Real
12,3,P,Library1,Overall,360,Real
12,2,P,Library2,Content,360,Real
12,2,P,Library2,Access,360,Real
12,2,P,Library2,Clarity,360,Real
12,2,P,Library2,Privacy,360,Real
12,2,P,Library2,Overall,360,Real
12,0,V,Office1,Content,360,Real
12,0,V,Office1,Access,360,Real
12,1,V,Office1,Clarity,360,Real
12,1,V,Office1,Privacy,360,Real
12,1,V,Office1,Overall,360,Real
12,2,V,Office2,Content,360,Real
12,1,V,Office2,Access,360,Real
12,1,V,Office2,Clarity,360,Real
12,3,V,Office2,Privacy,360,Real
12,2,V,Office2,Overall,360,Real
12,0,V,Library1,Content,360,Real
12,0,V,Library1,Access,360,Real
12,0,V,Library1,Clarity,360,Real
12,0,V,Library1,Privacy,360,Real
12,0,V,Library1,Overall,360,Real
12,2,V,Library2,Content,360,Real
12,2,V,Library2,Access,360,Real
12,2,V,Library2,Clarity,360,Real
12,3,V,Library2,Privacy,360,Real
12,2,V,Library2,Overall,360,Real
13,1,P,Office1,Content,360,Real
13,1,P,Office1,Access,360,Real
13,2,P,Office1,Clarity,360,Real
13,2,P,Office1,Privacy,360,Real
13,1,P,Office1,Overall,360,Real
13,0,P,Office2,Content,360,Real
13,-1,P,Office2,Access,360,Real
13,1,P,Office2,Clarity,360,Real
13,2,P,Office2,Privacy,360,Real
13,0,P,Office2,Overall,360,Real
13,3,P,Library1,Content,360,Real
13,3,P,Library1,Access,360,Real
13,3,P,Library1,Clarity,360,Real
13,1,P,Library1,Privacy,360,Real
13,3,P,Library1,Overall,360,Real
13,1,P,Library2,Content,360,Real
13,2,P,Library2,Access,360,Real
13,2,P,Library2,Clarity,360,Real
13,3,P,Library2,Privacy,360,Real
13,2,P,Library2,Overall,360,Real
13,0,V,Office1,Content,360,Real
13,-1,V,Office1,Access,360,Real
13,1,V,Office1,Clarity,360,Real
13,2,V,Office1,Privacy,360,Real
13,0,V,Office1,Overall,360,Real
13,1,V,Office2,Content,360,Real
13,0,V,Office2,Access,360,Real
13,2,V,Office2,Clarity,360,Real
13,3,V,Office2,Privacy,360,Real
13,0,V,Office2,Overall,360,Real
13,3,V,Library1,Content,360,Real
13,3,V,Library1,Access,360,Real
13,3,V,Library1,Clarity,360,Real
13,2,V,Library1,Privacy,360,Real
13,3,V,Library1,Overall,360,Real
13,2,V,Library2,Content,360,Real
13,2,V,Library2,Access,360,Real
13,2,V,Library2,Clarity,360,Real
13,3,V,Library2,Privacy,360,Real
13,2,V,Library2,Overall,360,Real
13,2,I,Library1,Content,Main,Collage
13,3,I,Library1,Access,Main,Collage
13,2,I,Library1,Clarity,Main,Collage
13,1,I,Library1,Privacy,Main,Collage
13,2,I,Library1,Overall,Main,Collage
13,2,I,Library1,Content,Side1,Collage
13,3,I,Library1,Access,Side1,Collage
13,2,I,Library1,Clarity,Side1,Collage
13,2,I,Library1,Privacy,Side1,Collage
13,2,I,Library1,Overall,Side1,Collage
13,0,I,Library2,Content,Main,Collage
13,1,I,Library2,Access,Main,Collage
13,1,I,Library2,Clarity,Main,Collage
13,2,I,Library2,Privacy,Main,Collage
13,1,I,Library2,Overall,Main,Collage
13,0,I,Library2,Content,Side2,Collage
13,1,I,Library2,Access,Side2,Collage
13,0,I,Library2,Clarity,Side2,Collage
13,2,I,Library2,Privacy,Side2,Collage
13,1,I,Library2,Overall,Side2,Collage
13,1,I,Library2,Content,Side1,Collage
13,1,I,Library2,Access,Side1,Collage
13,2,I,Library2,Clarity,Side1,Collage
13,2,I,Library2,Privacy,Side1,Collage
13,1,I,Library2,Overall,Side1,Collage
13,-1,I,Office1,Content,Main,Collage
13,0,I,Office1,Access,Main,Collage
13,-1,I,Office1,Clarity,Main,Collage
13,1,I,Office1,Privacy,Main,Collage
13,0,I,Office1,Overall,Main,Collage
13,1,I,Office2,Content,Main,Collage
13,0,I,Office2,Access,Main,Collage
13,0,I,Office2,Clarity,Main,Collage
13,3,I,Office2,Privacy,Main,Collage
13,1,I,Office2,Overall,Main,Collage
14,1,P,Office1,Content,360,Real
14,1,P,Office1,Access,360,Real
14,1,P,Office1,Clarity,360,Real
14,3,P,Office1,Privacy,360,Real
14,1,P,Office1,Overall,360,Real
14,3,P,Office2,Content,360,Real
14,1,P,Office2,Access,360,Real
14,1,P,Office2,Clarity,360,Real
14,3,P,Office2,Privacy,360,Real
14,2,P,Office2,Overall,360,Real
14,3,P,Library1,Content,360,Real
14,3,P,Library1,Access,360,Real
14,3,P,Library1,Clarity,360,Real
14,3,P,Library1,Privacy,360,Real
14,3,P,Library1,Overall,360,Real
14,3,P,Library2,Content,360,Real
14,2,P,Library2,Access,360,Real
14,2,P,Library2,Clarity,360,Real
14,3,P,Library2,Privacy,360,Real
14,2,P,Library2,Overall,360,Real
14,-3,V,Office1,Content,360,Real
14,-2,V,Office1,Access,360,Real
14,0,V,Office1,Clarity,360,Real
14,-3,V,Office1,Privacy,360,Real
14,2,V,Office1,Overall,360,Real
14,3,V,Office2,Content,360,Real
14,3,V,Office2,Access,360,Real
14,3,V,Office2,Clarity,360,Real
14,3,V,Office2,Privacy,360,Real
14,3,V,Office2,Overall,360,Real
14,2,V,Library1,Content,360,Real
14,3,V,Library1,Access,360,Real
14,3,V,Library1,Clarity,360,Real
14,2,V,Library1,Privacy,360,Real
14,3,V,Library1,Overall,360,Real
14,3,V,Library2,Content,360,Real
14,2,V,Library2,Access,360,Real
14,3,V,Library2,Clarity,360,Real
14,3,V,Library2,Privacy,360,Real
14,3,V,Library2,Overall,360,Real
14,3,I,Library1,Content,Main,Collage
14,3,I,Library1,Access,Main,Collage
14,3,I,Library1,Clarity,Main,Collage
14,3,I,Library1,Privacy,Main,Collage
14,3,I,Library1,Overall,Main,Collage
14,2,I,Library1,Content,Side1,Collage
14,1,I,Library1,Access,Side1,Collage
14,0,I,Library1,Clarity,Side1,Collage
14,3,I,Library1,Privacy,Side1,Collage
14,2,I,Library1,Overall,Side1,Collage
14,3,I,Library2,Content,Main,Collage
14,3,I,Library2,Access,Main,Collage
14,3,I,Library2,Clarity,Main,Collage
14,3,I,Library2,Privacy,Main,Collage
14,3,I,Library2,Overall,Main,Collage
14,2,I,Library2,Content,Side2,Collage
14,0,I,Library2,Access,Side2,Collage
14,0,I,Library2,Clarity,Side2,Collage
14,3,I,Library2,Privacy,Side2,Collage
14,0,I,Library2,Overall,Side2,Collage
14,3,I,Library2,Content,Side1,Collage
14,3,I,Library2,Access,Side1,Collage
14,3,I,Library2,Clarity,Side1,Collage
14,3,I,Library2,Privacy,Side1,Collage
14,3,I,Library2,Overall,Side1,Collage
14,3,I,Office1,Content,Main,Collage
14,2,I,Office1,Access,Main,Collage
14,0,I,Office1,Clarity,Main,Collage
14,3,I,Office1,Privacy,Main,Collage
14,3,I,Office1,Overall,Main,Collage
14,3,I,Office2,Content,Main,Collage
14,-1,I,Office2,Access,Main,Collage
14,-1,I,Office2,Clarity,Main,Collage
14,3,I,Office2,Privacy,Main,Collage
14,0,I,Office2,Overall,Main,Collage
15,-2,P,Office1,Content,360,Real
15,-3,P,Office1,Access,360,Real
15,1,P,Office1,Clarity,360,Real
15,3,P,Office1,Privacy,360,Real
15,-1,P,Office1,Overall,360,Real
15,1,P,Office2,Content,360,Real
15,-2,P,Office2,Access,360,Real
15,2,P,Office2,Clarity,360,Real
15,3,P,Office2,Privacy,360,Real
15,0,P,Office2,Overall,360,Real
15,1,P,Library1,Content,360,Real
15,3,P,Library1,Access,360,Real
15,2,P,Library1,Clarity,360,Real
15,3,P,Library1,Privacy,360,Real
15,2,P,Library1,Overall,360,Real
15,1,P,Library2,Content,360,Real
15,2,P,Library2,Access,360,Real
15,2,P,Library2,Clarity,360,Real
15,3,P,Library2,Privacy,360,Real
15,1,P,Library2,Overall,360,Real
15,-1,V,Office1,Content,360,Real
15,-2,V,Office1,Access,360,Real
15,2,V,Office1,Clarity,360,Real
15,3,V,Office1,Privacy,360,Real
15,-2,V,Office1,Overall,360,Real
15,1,V,Office2,Content,360,Real
15,-3,V,Office2,Access,360,Real
15,1,V,Office2,Clarity,360,Real
15,3,V,Office2,Privacy,360,Real
15,-1,V,Office2,Overall,360,Real
15,2,V,Library1,Content,360,Real
15,3,V,Library1,Access,360,Real
15,3,V,Library1,Clarity,360,Real
15,2,V,Library1,Privacy,360,Real
15,2,V,Library1,Overall,360,Real
15,0,V,Library2,Content,360,Real
15,1,V,Library2,Access,360,Real
15,1,V,Library2,Clarity,360,Real
15,3,V,Library2,Privacy,360,Real
15,1,V,Library2,Overall,360,Real
16,-1,P,Office1,Content,360,Real
16,-2,P,Office1,Access,360,Real
16,0,P,Office1,Clarity,360,Real
16,3,P,Office1,Privacy,360,Real
16,-1,P,Office1,Overall,360,Real
16,2,P,Office2,Content,360,Real
16,1,P,Office2,Access,360,Real
16,2,P,Office2,Clarity,360,Real
16,3,P,Office2,Privacy,360,Real
16,2,P,Office2,Overall,360,Real
16,2,P,Library1,Content,360,Real
16,3,P,Library1,Access,360,Real
16,3,P,Library1,Clarity,360,Real
16,3,P,Library1,Privacy,360,Real
16,3,P,Library1,Overall,360,Real
16,2,P,Library2,Content,360,Real
16,1,P,Library2,Access,360,Real
16,2,P,Library2,Clarity,360,Real
16,3,P,Library2,Privacy,360,Real
16,2,P,Library2,Overall,360,Real
16,0,V,Office1,Content,360,Real
16,1,V,Office1,Access,360,Real
16,1,V,Office1,Clarity,360,Real
16,3,V,Office1,Privacy,360,Real
16,1,V,Office1,Overall,360,Real
16,1,V,Office2,Content,360,Real
16,1,V,Office2,Access,360,Real
16,0,V,Office2,Clarity,360,Real
16,3,V,Office2,Privacy,360,Real
16,1,V,Office2,Overall,360,Real
16,3,V,Library1,Content,360,Real
16,3,V,Library1,Access,360,Real
16,3,V,Library1,Clarity,360,Real
16,2,V,Library1,Privacy,360,Real
16,3,V,Library1,Overall,360,Real
16,2,V,Library2,Content,360,Real
16,1,V,Library2,Access,360,Real
16,2,V,Library2,Clarity,360,Real
16,3,V,Library2,Privacy,360,Real
16,2,V,Library2,Overall,360,Real
16,2,I,Library1,Content,Main,Real
16,3,I,Library1,Access,Main,Real
16,3,I,Library1,Clarity,Main,Real
16,3,I,Library1,Privacy,Main,Real
16,3,I,Library1,Overall,Main,Real
16,2,I,Library1,Content,Side1,Real
16,2,I,Library1,Access,Side1,Real
16,1,I,Library1,Clarity,Side1,Real
16,2,I,Library1,Privacy,Side1,Real
16,2,I,Library1,Overall,Side1,Real
16,3,I,Library2,Content,Main,Real
16,3,I,Library2,Access,Main,Real
16,3,I,Library2,Clarity,Main,Real
16,3,I,Library2,Privacy,Main,Real
16,3,I,Library2,Overall,Main,Real
16,1,I,Library2,Content,Side2,Real
16,1,I,Library2,Access,Side2,Real
16,-1,I,Library2,Clarity,Side2,Real
16,3,I,Library2,Privacy,Side2,Real
16,1,I,Library2,Overall,Side2,Real
16,2,I,Library2,Content,Side1,Real
16,2,I,Library2,Access,Side1,Real
16,2,I,Library2,Clarity,Side1,Real
16,3,I,Library2,Privacy,Side1,Real
16,2,I,Library2,Overall,Side1,Real
16,2,I,Office1,Content,Main,Real
16,0,I,Office1,Access,Main,Real
16,1,I,Office1,Clarity,Main,Real
16,3,I,Office1,Privacy,Main,Real
16,1,I,Office1,Overall,Main,Real
16,1,I,Office2,Content,Main,Real
16,2,I,Office2,Access,Main,Real
16,0,I,Office2,Clarity,Main,Real
16,3,I,Office2,Privacy,Main,Real
16,1,I,Office2,Overall,Main,Real
17,2,I,Library1,Content,Main,Real
17,3,I,Library1,Access,Main,Real
17,2,I,Library1,Clarity,Main,Real
17,2,I,Library1,Privacy,Main,Real
17,2,I,Library1,Overall,Main,Real
17,2,I,Library1,Content,Side1,Real
17,2,I,Library1,Access,Side1,Real
17,3,I,Library1,Clarity,Side1,Real
17,3,I,Library1,Privacy,Side1,Real
17,3,I,Library1,Overall,Side1,Real
17,3,I,Library2,Content,Main,Real
17,3,I,Library2,Access,Main,Real
17,3,I,Library2,Clarity,Main,Real
17,3,I,Library2,Privacy,Main,Real
17,3,I,Library2,Overall,Main,Real
17,0,I,Library2,Content,Side2,Real
17,1,I,Library2,Access,Side2,Real
17,0,I,Library2,Clarity,Side2,Real
17,2,I,Library2,Privacy,Side2,Real
17,2,I,Library2,Overall,Side2,Real
17,3,I,Library2,Content,Side1,Real
17,3,I,Library2,Access,Side1,Real
17,2,I,Library2,Clarity,Side1,Real
17,3,I,Library2,Privacy,Side1,Real
17,3,I,Library2,Overall,Side1,Real
17,1,I,Office1,Content,Main,Real
17,0,I,Office1,Access,Main,Real
17,1,I,Office1,Clarity,Main,Real
17,2,I,Office1,Privacy,Main,Real
17,1,I,Office1,Overall,Main,Real
17,1,I,Office2,Content,Main,Real
17,2,I,Office2,Access,Main,Real
17,2,I,Office2,Clarity,Main,Real
17,3,I,Office2,Privacy,Main,Real
17,2,I,Office2,Overall,Main,Real
18,2,P,Office1,Content,360,Real
18,1,P,Office1,Access,360,Real
18,2,P,Office1,Clarity,360,Real
18,2,P,Office1,Privacy,360,Real
18,2,P,Office1,Overall,360,Real
18,1,P,Office2,Content,360,Real
18,0,P,Office2,Access,360,Real
18,2,P,Office2,Clarity,360,Real
18,2,P,Office2,Privacy,360,Real
18,1,P,Office2,Overall,360,Real
18,1,P,Library1,Content,360,Real
18,2,P,Library1,Access,360,Real
18,2,P,Library1,Clarity,360,Real
18,0,P,Library1,Privacy,360,Real
18,2,P,Library1,Overall,360,Real
18,2,P,Library2,Content,360,Real
18,2,P,Library2,Access,360,Real
18,3,P,Library2,Clarity,360,Real
18,2,P,Library2,Privacy,360,Real
18,2,P,Library2,Overall,360,Real
18,1,V,Office1,Content,360,Real
18,0,V,Office1,Access,360,Real
18,1,V,Office1,Clarity,360,Real
18,2,V,Office1,Privacy,360,Real
18,1,V,Office1,Overall,360,Real
18,2,V,Office2,Content,360,Real
18,0,V,Office2,Access,360,Real
18,1,V,Office2,Clarity,360,Real
18,2,V,Office2,Privacy,360,Real
18,1,V,Office2,Overall,360,Real
18,2,V,Library1,Content,360,Real
18,2,V,Library1,Access,360,Real
18,2,V,Library1,Clarity,360,Real
18,1,V,Library1,Privacy,360,Real
18,2,V,Library1,Overall,360,Real
18,1,V,Library2,Content,360,Real
18,2,V,Library2,Access,360,Real
18,1,V,Library2,Clarity,360,Real
18,2,V,Library2,Privacy,360,Real
18,1,V,Library2,Overall,360,Real
18,2,I,Library1,Content,Main,Real
18,1,I,Library1,Access,Main,Real
18,2,I,Library1,Clarity,Main,Real
18,0,I,Library1,Privacy,Main,Real
18,1,I,Library1,Overall,Main,Real
18,1,I,Library1,Content,Side1,Real
18,2,I,Library1,Access,Side1,Real
18,1,I,Library1,Clarity,Side1,Real
18,0,I,Library1,Privacy,Side1,Real
18,3,I,Library1,Overall,Side1,Real
18,2,I,Library2,Content,Main,Real
18,2,I,Library2,Access,Main,Real
18,2,I,Library2,Clarity,Main,Real
18,1,I,Library2,Privacy,Main,Real
18,2,I,Library2,Overall,Main,Real
18,2,I,Library2,Content,Side2,Real
18,3,I,Library2,Access,Side2,Real
18,1,I,Library2,Clarity,Side2,Real
18,2,I,Library2,Privacy,Side2,Real
18,2,I,Library2,Overall,Side2,Real
18,2,I,Library2,Content,Side1,Real
18,2,I,Library2,Access,Side1,Real
18,0,I,Library2,Clarity,Side1,Real
18,2,I,Library2,Privacy,Side1,Real
18,1,I,Library2,Overall,Side1,Real
18,1,I,Office1,Content,Main,Real
18,0,I,Office1,Access,Main,Real
18,1,I,Office1,Clarity,Main,Real
18,1,I,Office1,Privacy,Main,Real
18,1,I,Office1,Overall,Main,Real
18,1,I,Office2,Content,Main,Real
18,0,I,Office2,Access,Main,Real
18,1,I,Office2,Clarity,Main,Real
18,1,I,Office2,Privacy,Main,Real
18,1,I,Office2,Overall,Main,Real
19,-1,P,Office1,Content,360,Real
19,-3,P,Office1,Access,360,Real
19,-2,P,Office1,Clarity,360,Real
19,1,P,Office1,Privacy,360,Real
19,-1,P,Office1,Overall,360,Real
19,-1,P,Office2,Content,360,Real
19,-2,P,Office2,Access,360,Real
19,-1,P,Office2,Clarity,360,Real
19,-2,P,Office2,Privacy,360,Real
19,-2,P,Office2,Overall,360,Real
19,2,P,Library1,Content,360,Real
19,3,P,Library1,Access,360,Real
19,2,P,Library1,Clarity,360,Real
19,2,P,Library1,Privacy,360,Real
19,2,P,Library1,Overall,360,Real
19,1,P,Library2,Content,360,Real
19,1,P,Library2,Access,360,Real
19,2,P,Library2,Clarity,360,Real
19,-1,P,Library2,Privacy,360,Real
19,1,P,Library2,Overall,360,Real
19,-1,V,Office1,Content,360,Real
19,-2,V,Office1,Access,360,Real
19,0,V,Office1,Clarity,360,Real
19,-1,V,Office1,Privacy,360,Real
19,-1,V,Office1,Overall,360,Real
19,0,V,Office2,Content,360,Real
19,0,V,Office2,Access,360,Real
19,0,V,Office2,Clarity,360,Real
19,0,V,Office2,Privacy,360,Real
19,0,V,Office2,Overall,360,Real
19,0,V,Library1,Content,360,Real
19,0,V,Library1,Access,360,Real
19,0,V,Library1,Clarity,360,Real
19,0,V,Library1,Privacy,360,Real
19,0,V,Library1,Overall,360,Real
19,0,V,Library2,Content,360,Real
19,0,V,Library2,Access,360,Real
19,0,V,Library2,Clarity,360,Real
19,0,V,Library2,Privacy,360,Real
19,0,V,Library2,Overall,360,Real
20,2,P,Office1,Content,360,Real
20,1,P,Office1,Access,360,Real
20,0,P,Office1,Clarity,360,Real
20,3,P,Office1,Privacy,360,Real
20,1,P,Office1,Overall,360,Real
20,1,P,Office2,Content,360,Real
20,0,P,Office2,Access,360,Real
20,0,P,Office2,Clarity,360,Real
20,3,P,Office2,Privacy,360,Real
20,2,P,Office2,Overall,360,Real
20,3,P,Library1,Content,360,Real
20,3,P,Library1,Access,360,Real
20,1,P,Library1,Clarity,360,Real
20,1,P,Library1,Privacy,360,Real
20,2,P,Library1,Overall,360,Real
20,3,P,Library2,Content,360,Real
20,1,P,Library2,Access,360,Real
20,3,P,Library2,Clarity,360,Real
20,3,P,Library2,Privacy,360,Real
20,3,P,Library2,Overall,360,Real
20,1,V,Office1,Content,360,Real
20,1,V,Office1,Access,360,Real
20,2,V,Office1,Clarity,360,Real
20,3,V,Office1,Privacy,360,Real
20,1,V,Office1,Overall,360,Real
20,1,V,Office2,Content,360,Real
20,1,V,Office2,Access,360,Real
20,1,V,Office2,Clarity,360,Real
20,3,V,Office2,Privacy,360,Real
20,1,V,Office2,Overall,360,Real
20,2,V,Library1,Content,360,Real
20,3,V,Library1,Access,360,Real
20,3,V,Library1,Clarity,360,Real
20,2,V,Library1,Privacy,360,Real
20,3,V,Library1,Overall,360,Real
20,2,V,Library2,Content,360,Real
20,2,V,Library2,Access,360,Real
20,1,V,Library2,Clarity,360,Real
20,3,V,Library2,Privacy,360,Real
20,2,V,Library2,Overall,360,Real
21,-2,P,Office1,Content,360,Real
21,-2,P,Office1,Access,360,Real
21,-1,P,Office1,Clarity,360,Real
21,2,P,Office1,Privacy,360,Real
21,-1,P,Office1,Overall,360,Real
21,1,P,Office2,Content,360,Real
21,-2,P,Office2,Access,360,Real
21,-1,P,Office2,Clarity,360,Real
21,1,P,Office2,Privacy,360,Real
21,-1,P,Office2,Overall,360,Real
21,3,P,Library1,Content,360,Real
21,2,P,Library1,Access,360,Real
21,2,P,Library1,Clarity,360,Real
21,0,P,Library1,Privacy,360,Real
21,2,P,Library1,Overall,360,Real
21,0,P,Library2,Content,360,Real
21,-1,P,Library2,Access,360,Real
21,2,P,Library2,Clarity,360,Real
21,3,P,Library2,Privacy,360,Real
21,0,P,Library2,Overall,360,Real
21,0,V,Office1,Content,360,Real
21,0,V,Office1,Access,360,Real
21,0,V,Office1,Clarity,360,Real
21,0,V,Office1,Privacy,360,Real
21,0,V,Office1,Overall,360,Real
21,-1,V,Office2,Content,360,Real
21,-1,V,Office2,Access,360,Real
21,1,V,Office2,Clarity,360,Real
21,2,V,Office2,Privacy,360,Real
21,0,V,Office2,Overall,360,Real
21,0,V,Library1,Content,360,Real
21,0,V,Library1,Access,360,Real
21,0,V,Library1,Clarity,360,Real
21,0,V,Library1,Privacy,360,Real
21,0,V,Library1,Overall,360,Real
21,1,V,Library2,Content,360,Real
21,2,V,Library2,Access,360,Real
21,3,V,Library2,Clarity,360,Real
21,2,V,Library2,Privacy,360,Real
21,2,V,Library2,Overall,360,Real
21,2,I,Library1,Content,Main,Collage
21,1,I,Library1,Access,Main,Collage
21,2,I,Library1,Clarity,Main,Collage
21,2,I,Library1,Privacy,Main,Collage
21,3,I,Library1,Overall,Main,Collage
21,2,I,Library1,Content,Side1,Collage
21,2,I,Library1,Access,Side1,Collage
21,3,I,Library1,Clarity,Side1,Collage
21,1,I,Library1,Privacy,Side1,Collage
21,3,I,Library1,Overall,Side1,Collage
21,1,I,Library2,Content,Main,Collage
21,0,I,Library2,Access,Main,Collage
21,2,I,Library2,Clarity,Main,Collage
21,3,I,Library2,Privacy,Main,Collage
21,1,I,Library2,Overall,Main,Collage
21,-2,I,Library2,Content,Side2,Collage
21,-1,I,Library2,Access,Side2,Collage
21,1,I,Library2,Clarity,Side2,Collage
21,-1,I,Library2,Privacy,Side2,Collage
21,0,I,Library2,Overall,Side2,Collage
21,0,I,Library2,Content,Side1,Collage
21,1,I,Library2,Access,Side1,Collage
21,1,I,Library2,Clarity,Side1,Collage
21,2,I,Library2,Privacy,Side1,Collage
21,3,I,Library2,Overall,Side1,Collage
21,-1,I,Office1,Content,Main,Collage
21,-2,I,Office1,Access,Main,Collage
21,-1,I,Office1,Clarity,Main,Collage
21,1,I,Office1,Privacy,Main,Collage
21,-2,I,Office1,Overall,Main,Collage
21,0,I,Office2,Content,Main,Collage
21,-1,I,Office2,Access,Main,Collage
21,1,I,Office2,Clarity,Main,Collage
21,1,I,Office2,Privacy,Main,Collage
21,0,I,Office2,Overall,Main,Collage
23,1,V,Office1,Content,360,Real
23,0,V,Office1,Access,360,Real
23,2,V,Office1,Clarity,360,Real
23,0,V,Office1,Privacy,360,Real
23,1,V,Office1,Overall,360,Real
23,1,V,Office2,Content,360,Real
23,2,V,Office2,Access,360,Real
23,2,V,Office2,Clarity,360,Real
23,0,V,Office2,Privacy,360,Real
23,1,V,Office2,Overall,360,Real
23,2,V,Library1,Content,360,Real
23,1,V,Library1,Access,360,Real
23,3,V,Library1,Clarity,360,Real
23,2,V,Library1,Privacy,360,Real
23,2,V,Library1,Overall,360,Real
23,1,V,Library2,Content,360,Real
23,1,V,Library2,Access,360,Real
23,2,V,Library2,Clarity,360,Real
23,0,V,Library2,Privacy,360,Real
23,2,V,Library2,Overall,360,Real
24,-1,P,Office1,Content,360,Real
24,-2,P,Office1,Access,360,Real
24,-2,P,Office1,Clarity,360,Real
24,-3,P,Office1,Privacy,360,Real
24,-2,P,Office1,Overall,360,Real
24,-2,P,Office2,Content,360,Real
24,-2,P,Office2,Access,360,Real
24,-1,P,Office2,Clarity,360,Real
24,-1,P,Office2,Privacy,360,Real
24,-2,P,Office2,Overall,360,Real
24,-1,P,Library1,Content,360,Real
24,-2,P,Library1,Access,360,Real
24,-2,P,Library1,Clarity,360,Real
24,0,P,Library1,Privacy,360,Real
24,-1,P,Library1,Overall,360,Real
24,-2,P,Library2,Content,360,Real
24,-2,P,Library2,Access,360,Real
24,-2,P,Library2,Clarity,360,Real
24,-2,P,Library2,Privacy,360,Real
24,-2,P,Library2,Overall,360,Real
24,-2,V,Office1,Content,360,Real
24,-1,V,Office1,Access,360,Real
24,-2,V,Office1,Clarity,360,Real
24,1,V,Office1,Privacy,360,Real
24,0,V,Office1,Overall,360,Real
24,0,V,Office2,Content,360,Real
24,0,V,Office2,Access,360,Real
24,-1,V,Office2,Clarity,360,Real
24,1,V,Office2,Privacy,360,Real
24,-1,V,Office2,Overall,360,Real
24,-1,V,Library1,Content,360,Real
24,1,V,Library1,Access,360,Real
24,1,V,Library1,Clarity,360,Real
24,0,V,Library1,Privacy,360,Real
24,1,V,Library1,Overall,360,Real
24,0,V,Library2,Content,360,Real
24,-1,V,Library2,Access,360,Real
24,0,V,Library2,Clarity,360,Real
24,0,V,Library2,Privacy,360,Real
24,-1,V,Library2,Overall,360,Real
24,-1,I,Library1,Content,Main,Real
24,2,I,Library1,Access,Main,Real
24,2,I,Library1,Clarity,Main,Real
24,0,I,Library1,Privacy,Main,Real
24,0,I,Library1,Overall,Main,Real
24,0,I,Library1,Content,Side1,Real
24,2,I,Library1,Access,Side1,Real
24,0,I,Library1,Clarity,Side1,Real
24,-1,I,Library1,Privacy,Side1,Real
24,0,I,Library1,Overall,Side1,Real
24,1,I,Library2,Content,Main,Real
24,1,I,Library2,Access,Main,Real
24,2,I,Library2,Clarity,Main,Real
24,0,I,Library2,Privacy,Main,Real
24,1,I,Library2,Overall,Main,Real
24,-1,I,Library2,Content,Side2,Real
24,-1,I,Library2,Access,Side2,Real
24,0,I,Library2,Clarity,Side2,Real
24,-1,I,Library2,Privacy,Side2,Real
